::1 - - [25/Dec/2019:05:52:54 +0000] "DELETE /api/pieces/5e02f6747b86ae52c801c4b3 HTTP/1.1" 500 94 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::1 - - [25/Dec/2019:05:52:58 +0000] "GET /api/pieces HTTP/1.1" 200 530 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::1 - - [25/Dec/2019:05:53:06 +0000] "DELETE /api/pieces/5e02f76c24eb219a8c6b95b0 HTTP/1.1" 200 219 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::1 - - [25/Dec/2019:05:53:10 +0000] "GET /api/pieces HTTP/1.1" 200 378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::1 - - [25/Dec/2019:05:53:17 +0000] "DELETE /api/pieces/5e02f73a6a71488230c7fd21 HTTP/1.1" 200 219 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::1 - - [25/Dec/2019:05:53:22 +0000] "GET /api/pieces HTTP/1.1" 200 226 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::ffff:127.0.0.1 - - [25/Dec/2019:05:53:42 +0000] "POST /api/museums HTTP/1.1" 200 227 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:53:43 +0000] "POST /api/museums HTTP/1.1" 500 480 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:53:43 +0000] "POST /api/museums HTTP/1.1" 500 1133 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:53:43 +0000] "GET /api/museums HTTP/1.1" 200 415 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:53:43 +0000] "GET /api/museums/name/test HTTP/1.1" 200 193 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:53:43 +0000] "GET /api/museums/1 HTTP/1.1" 404 239 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:53:43 +0000] "GET /api/museums/5e02f966318b4d0f942a317d HTTP/1.1" 200 193 "-" "node-superagent/3.8.3"
::1 - - [25/Dec/2019:05:53:53 +0000] "GET /api/museums HTTP/1.1" 200 415 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::1 - - [25/Dec/2019:05:54:02 +0000] "DELETE /api/museums/5e02f966318b4d0f942a317d HTTP/1.1" 200 236 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "POST /api/museums HTTP/1.1" 200 227 "-" "node-superagent/3.8.3"
